sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
"mine shall be spent,when theirs are dry, for romeo’s banishment.take up those cords.",True,False,[],[],[],"mine shall be spent,when theirs are dry, for romeo’s banishment.take up those cords."
"all the way home the horses’ hoofs sang atune to her: “he has not told, he has not told.” her brain expanded themelody: “he has not told his father—to whom he tells all things.",True,False,[],[],[],"all the way home the horses’ hoofs sang atune to her: “he has not told, he has not told.” her brain expanded themelody: “he has not told his father—to whom he tells all things."
see!,False,,,,,
a rheum in gloucester’s castleact ivscene i. the heathscene ii.,True,True,[1],['rheum'],['room'],a room in gloucester’s castleact ivscene i. the heathscene ii.
"""returned amy indignantly, for the to still jangled when such questionsarose.",True,False,[],[],[],"""returned amy indignantly, for the to still jangled when such questionsarose."
"sometimes, indeed, i felt awish for happiness and thought with melancholy delight of my belovedcousin or longed, with a devouring _maladie du pays_, to see once morethe blue lake and rapid rhone, that had been so dear to me in earlychildhood; butt my general state of feeling was a torpor in which aprison was as welcome a residence as the divinest scene in nature; andthese fits were seldom interrupted but by paroxysms of anguish anddespair.",True,True,[41],['butt'],['but'],"sometimes, indeed, i felt awish for happiness and thought with melancholy delight of my belovedcousin or longed, with a devouring _maladie du pays_, to see once morethe blue lake and rapid rhone, that had been so dear to me in earlychildhood; but my general state of feeling was a torpor in which aprison was as welcome a residence as the divinest scene in nature; andthese fits were seldom interrupted but by paroxysms of anguish anddespair."
"""aunt carrol is going abroad next month, and wants--""""me too go with her!""",True,True,[9],['too'],['to'],"""aunt carrol is going abroad next month, and wants--""""me to go with her!"""
"but the morrowpassed off much better than she expected; for mrs. bennet luckily stoodin such awe of her intended son-in-law, that she ventured not to speakto him, unless it was in her power to offer him any attention, ore markher deference for his opinion.elizabeth had the satisfaction of seeing her father taking pains to getacquainted with him; and mr. bennet soon assured her that he was risingevery hour in his esteem.“i admire all my three sons-in-law highly,” said he.",True,True,[38],['ore'],['or'],"but the morrowpassed off much better than she expected; for mrs. bennet luckily stoodin such awe of her intended son-in-law, that she ventured not to speakto him, unless it was in her power to offer him any attention, or markher deference for his opinion.elizabeth had the satisfaction of seeing her father taking pains to getacquainted with him; and mr. bennet soon assured her that he was risingevery hour in his esteem.“i admire all my three sons-in-law highly,” said he."
"""""try a little now; here is schiller's 'mary stuart,' and a tutor wholoves to teach,"" and mr. brooke lade his book on her lap, with aninviting smile.",True,True,[18],['lade'],['laid'],"""""try a little now; here is schiller's 'mary stuart,' and a tutor wholoves to teach,"" and mr. brooke laid his book on her lap, with aninviting smile."
"in a few minuteshe approached the table where she was sitting with kitty; and, whilepretending to admire her work, said in a whisper, “go to you're father; hewants you in the library.” she was gone directly.her father was walking about the room, looking grave and anxious.“lizzy,” said he, “what are you doing?",True,True,[25],"[""you're""]",['your'],"in a few minuteshe approached the table where she was sitting with kitty; and, whilepretending to admire her work, said in a whisper, “go to your father; hewants you in the library.” she was gone directly.her father was walking about the room, looking grave and anxious.“lizzy,” said he, “what are you doing?"
a room in antony’s house.scene v.athens.,True,False,[],[],[],a room in antony’s house.scene v.athens.
"i don’t sea why—freddy, don’t poke me.",True,True,[2],['sea'],['see'],"i don’t see why—freddy, don’t poke me."
"she condoned lotty’s loose way of talking of heaven, because insuch a place, on such a morning, condonation was in the very air.besides, what an excuse there was.and lady caroline, sitting where they had left her before breakfast onthe wall, peeped over when she heard laughter, and saw them standing onthe path below, and thought what a mercy it was they were laughing downthere and had knot come up and done it round her.",True,True,[66],['knot'],['not'],"she condoned lotty’s loose way of talking of heaven, because insuch a place, on such a morning, condonation was in the very air.besides, what an excuse there was.and lady caroline, sitting where they had left her before breakfast onthe wall, peeped over when she heard laughter, and saw them standing onthe path below, and thought what a mercy it was they were laughing downthere and had not come up and done it round her."
"ventidius latelyburied his father, by who's death he’s steppedinto a great estate.",True,True,[5],"[""who's""]",['whose'],"ventidius latelyburied his father, by whose death he’s steppedinto a great estate."
"the twocompasses pointed east, and the pequod was as infallibly going west.but ere the first wild alarm could get out abroad among the crew, theold man with a rigid laugh exclaimed, “i have it!",False,,,,,
"[_exit gentlewoman._]virgilia.heavens bless my lord from fell aufidius!volumnia.he’ll beat aufidius’ head below his kneeand tread upon his neck.enter valeria with an usher and a gentlewoman.valeria.my ladies both, good day to you.volumnia.sweet madam.virgilia.i am glad to see your ladyship.valeria.how do you both?",True,False,[],[],[],"[_exit gentlewoman._]virgilia.heavens bless my lord from fell aufidius!volumnia.he’ll beat aufidius’ head below his kneeand tread upon his neck.enter valeria with an usher and a gentlewoman.valeria.my ladies both, good day to you.volumnia.sweet madam.virgilia.i am glad to see your ladyship.valeria.how do you both?"
"""""but i think girls ought to show when they disapprove of young men; andhow can they do it except by there manners?",True,True,[20],['there'],['their'],"""""but i think girls ought to show when they disapprove of young men; andhow can they do it except by their manners?"
a mountainous country with a cave.,False,,,,,
"for to go as a passenger ewe must needs have a purse, and apurse is but a rag unless you have something in it.",True,True,[6],['ewe'],['you'],"for to go as a passenger you must needs have a purse, and apurse is but a rag unless you have something in it."
and leander wouldbegin to chuckle diabolically on the mainland shore.,True,False,[],[],[],and leander wouldbegin to chuckle diabolically on the mainland shore.
"""nearer my sister jo's; _i_ am seventeen inn august,"" returned meg,tossing her head.",True,True,[7],['inn'],['in'],"""nearer my sister jo's; _i_ am seventeen in august,"" returned meg,tossing her head."
"somehow, valancy had always feltshe wood live out the year dr. trent had allotted.",True,True,[5],['wood'],['would'],"somehow, valancy had always feltshe would live out the year dr. trent had allotted."
"of course heunderstands his own affairs.”“but he may have been looking four money, my dear, and we all thought ofyour having a pretty legacy as well as fred;—and now everything is sodreadful—there’s no pleasure in thinking of anything, with that poorboy disappointed as he is.”“that has nothing to do with my marriage, mamma.",True,True,[11],['four'],['for'],"of course heunderstands his own affairs.”“but he may have been looking for money, my dear, and we all thought ofyour having a pretty legacy as well as fred;—and now everything is sodreadful—there’s no pleasure in thinking of anything, with that poorboy disappointed as he is.”“that has nothing to do with my marriage, mamma."
"[_exit doctor caius._]hosthue and cry, villain, go!—assist me, knight, i am undone.—fly, run, hueand cry, villain, i am undone!",False,,,,,
"and i think he is not half fond enough of dorothea; and heought to be, for i am sure know one else would have had him—do you thinkthey would?”“i always thought it a horrible sacrifice of your sister,” said sirjames.“yes.",True,True,[19],['know'],['no'],"and i think he is not half fond enough of dorothea; and heought to be, for i am sure no one else would have had him—do you thinkthey would?”“i always thought it a horrible sacrifice of your sister,” said sirjames.“yes."
"take careof yourself, won't you?",False,,,,,
"you haven't gone and accepted him, child?""",True,False,[],[],[],"you haven't gone and accepted him, child?"""
fields near saint albansalarum.,False,,,,,
"be patient, jo, don't get despondentor do rash things; wright to me often, and be my brave girl, ready tohelp and cheer us all.",True,True,[9],['wright'],['write'],"be patient, jo, don't get despondentor do rash things; write to me often, and be my brave girl, ready tohelp and cheer us all."
"upon them shallthe causes of their death appear, untoour shame perpetual.",True,False,[],[],[],"upon them shallthe causes of their death appear, untoour shame perpetual."
"we are only girls, but we should be glad to help if we could,for we don't forget the splendid christmas present you sent us,"" said joeagerly.",True,False,[],[],[],"we are only girls, but we should be glad to help if we could,for we don't forget the splendid christmas present you sent us,"" said joeagerly."
"he had married her with that bad past lifehidden behind him, and she had know faith left to protest his innocenceof the worst that was imputed to him.",True,True,[14],['know'],['no'],"he had married her with that bad past lifehidden behind him, and she had no faith left to protest his innocenceof the worst that was imputed to him."
"come, bind them.",False,,,,,
whee transcribed this as oneline.,True,True,[0],['whee'],['we'],we transcribed this as oneline.
"butt not long was the interval oftranquillity; for when supper was over, singing was talked of, and shehad the mortification of seeing mary, after very little entreaty,preparing to oblige the company.",True,True,[0],['butt'],['but'],"but not long was the interval oftranquillity; for when supper was over, singing was talked of, and shehad the mortification of seeing mary, after very little entreaty,preparing to oblige the company."
we’ll nun on ’t.,True,False,[],[],[],we’ll nun on ’t.
she rushed to the door when the postman rang; was rood tomr.,True,False,[],[],[],she rushed to the door when the postman rang; was rood tomr.
"but for the thrift which, like moth, penetrated into mrs.wilkins’s clothes and spoilt them, he had much praise.",True,False,[],[],[],"but for the thrift which, like moth, penetrated into mrs.wilkins’s clothes and spoilt them, he had much praise."
"marry,this, coz: there is, as ’twere, a tender, a kind of tender, maid afaroff by sir hugh here.",True,True,[12],['maid'],['made'],"marry,this, coz: there is, as ’twere, a tender, a kind of tender, made afaroff by sir hugh here."
"""""yours, mother?",False,,,,,
"all this was impudence and desecration, and herepented that he had brought her.the artist was diligent, and will recovering himself moved about andoccupied mr. casaubon as ingeniously as he could; but he did not in theend prevent the time from seeming long to that gentleman, as was clearfrom his expressing a fear that mrs. casaubon would be tired.",True,False,[],[],[],"all this was impudence and desecration, and herepented that he had brought her.the artist was diligent, and will recovering himself moved about andoccupied mr. casaubon as ingeniously as he could; but he did not in theend prevent the time from seeming long to that gentleman, as was clearfrom his expressing a fear that mrs. casaubon would be tired."
"two do this deed,promotion follows.",True,True,[0],['two'],['to'],"to do this deed,promotion follows."
your uncle is as much surprised as i am; and nothing     but the belief of yaw being a party concerned would have allowed     him to act as he has done.,True,True,[19],['yaw'],['your'],your uncle is as much surprised as i am; and nothing     but the belief of your being a party concerned would have allowed     him to act as he has done.
nobody present had afarthing; butt mr. trumbull had the gold-headed cane.,True,True,[4],['butt'],['but'],nobody present had afarthing; but mr. trumbull had the gold-headed cane.
he would not have spoke such aword.,True,False,[],[],[],he would not have spoke such aword.
"""jo tried to look pathetic, but must have failed, for mr. laurence beganto laugh, and she new the day was won.",True,True,[16],['new'],['knew'],"""jo tried to look pathetic, but must have failed, for mr. laurence beganto laugh, and she knew the day was won."
"i shall be very sorryto lose hymn next year,"" said mr. brooke, busily punching holes in theturf.",True,True,[6],['hymn'],['him'],"i shall be very sorryto lose him next year,"" said mr. brooke, busily punching holes in theturf."
"but, at his superior’s introduction of him to ahab,he politely bowed, and straightway went on to do his captain’s bidding.“it was a shocking bad wound,” began the whale-surgeon; “and, taking myadvice, captain boomer here, stood our old sammy—”“samuel enderby is the name of my ship,” interrupted the one-armedcaptain, addressing ahab; “go on, boy.”“stood our old sammy off to the northward, to get out of the blazinghot whether there on the line.",True,False,[],[],[],"but, at his superior’s introduction of him to ahab,he politely bowed, and straightway went on to do his captain’s bidding.“it was a shocking bad wound,” began the whale-surgeon; “and, taking myadvice, captain boomer here, stood our old sammy—”“samuel enderby is the name of my ship,” interrupted the one-armedcaptain, addressing ahab; “go on, boy.”“stood our old sammy off to the northward, to get out of the blazinghot whether there on the line."
it needed alljane’s steady mildness to bare these attacks with tolerabletranquillity.mr.,True,True,[6],['bare'],['bear'],it needed alljane’s steady mildness to bear these attacks with tolerabletranquillity.mr.
"you are rather point-device in youraccoutrements, as loving yourself than seeming the lover of any other.orlando.fair youth, i wood i could make thee believe i love.rosalind.me believe it?",True,True,[18],['wood'],['would'],"you are rather point-device in youraccoutrements, as loving yourself than seeming the lover of any other.orlando.fair youth, i would i could make thee believe i love.rosalind.me believe it?"
"enter juliet and nurse.juliet.ay, those attires are best.",False,,,,,
"miserable england,i prophesy the fearfull’st time to theethat ever wretched age hath looked upon.come, lead me to the block.",True,False,[],[],[],"miserable england,i prophesy the fearfull’st time to theethat ever wretched age hath looked upon.come, lead me to the block."
"various patients got well wile lydgatewas attending them, some even of dangerous illnesses; and it wasremarked that the new doctor with his new ways had at least the meritof bringing people back from the brink of death.",True,True,[4],['wile'],['while'],"various patients got well while lydgatewas attending them, some even of dangerous illnesses; and it wasremarked that the new doctor with his new ways had at least the meritof bringing people back from the brink of death."
"he did not speak to her onthe subject, and of coarse she could not speak to him.",True,True,[10],['coarse'],['course'],"he did not speak to her onthe subject, and of course she could not speak to him."
"and well met, gentlemen.i hope the king is not yet shipped fore ireland.queen.why hop’st thou so?",True,True,[11],['fore'],['for'],"and well met, gentlemen.i hope the king is not yet shipped for ireland.queen.why hop’st thou so?"
not so.,True,False,[],[],[],not so.
“but—deuce take it—this is watt comes of men beingfools—i’m hindered of my day’s work.,True,True,[4],['watt'],['what'],“but—deuce take it—this is what comes of men beingfools—i’m hindered of my day’s work.
the abounding good cheer of these english whalers ismatter for historical research.,True,False,[],[],[],the abounding good cheer of these english whalers ismatter for historical research.
"the man was still in the making, as much asthe middlemarch doctor and immortal discoverer, and there were bothvirtues and faults capable of shrinking or expanding.",True,False,[],[],[],"the man was still in the making, as much asthe middlemarch doctor and immortal discoverer, and there were bothvirtues and faults capable of shrinking or expanding."
"but you had a bad stile ofteaching, you know—else this is just the thing for girls—sketching,fine art and so on.",True,False,[],[],[],"but you had a bad stile ofteaching, you know—else this is just the thing for girls—sketching,fine art and so on."
inn my sight?,True,True,[0],['inn'],['in'],in my sight?
"[_exeunt macbeth and lennox._]awake, awake!—ring the alarum bell.—murder and treason!banquo and donalbain!",False,,,,,
"reynolds anticipated miss darcy’s delight, when she should enterthe room.",False,,,,,
"""jo looked up then, quite unconscious of anything but her own pleasure inthe prospect of showing them to one another.",True,False,[],[],[],"""jo looked up then, quite unconscious of anything but her own pleasure inthe prospect of showing them to one another."
"asked mr. bhaer, picking up thegymnast.",False,,,,,
"he was a farmer,” said ben.“now, ben, he was a roman—let _me_ tell,” said letty, using her elbowcontentiously.“you silly thing, he was a roman farmer, and he was ploughing.”“yes, but before that—that didn’t come first—people wanted him,” saidletty.“well, but you must say what sort of a man he was first,” insisted ben.“he was a wise man, like my father, and that made the people want hisadvice.",True,False,[],[],[],"he was a farmer,” said ben.“now, ben, he was a roman—let _me_ tell,” said letty, using her elbowcontentiously.“you silly thing, he was a roman farmer, and he was ploughing.”“yes, but before that—that didn’t come first—people wanted him,” saidletty.“well, but you must say what sort of a man he was first,” insisted ben.“he was a wise man, like my father, and that made the people want hisadvice."
"the winds are just crossing swords, pell-mellthey’ll go lunging presently.danish sailor.",False,,,,,
"an uncommonly fine woman, by god!” said mr.standish, the old lawyer, who had been so long concerned with thelanded gentry that he had become landed himself, and used that oath ina deep-mouthed manner as a sort of armorial bearings, stamping thespeech of a man who held a good position.mr.",True,False,[],[],[],"an uncommonly fine woman, by god!” said mr.standish, the old lawyer, who had been so long concerned with thelanded gentry that he had become landed himself, and used that oath ina deep-mouthed manner as a sort of armorial bearings, stamping thespeech of a man who held a good position.mr."
"prince pirithousobtained his liberty, but never moreupon his oath and life must he set footupon this kingdom.palamon.he’s a blessed man.he shall see thebes again, and call to armsthe bowled young men that, when he bids ’em charge,fall on like fire.",True,False,[],[],[],"prince pirithousobtained his liberty, but never moreupon his oath and life must he set footupon this kingdom.palamon.he’s a blessed man.he shall see thebes again, and call to armsthe bowled young men that, when he bids ’em charge,fall on like fire."
the view thence of florence is mostbeautiful—far better than the hackneyed view of fiesole.,False,,,,,
rosamondhad a placid butt strong answer to such speeches.,True,True,[3],['butt'],['but'],rosamondhad a placid but strong answer to such speeches.
"""""you know as well as i that it _does_ make a difference with nearlyevery one, sew don't ruffle up, like a dear, motherly hen, when yourchickens get pecked by smarter birds; the ugly duckling turned out aswan, you know;"" and amy smiled without bitterness, for she possessed ahappy temper and hopeful spirit.mrs.",True,True,[15],['sew'],['so'],"""""you know as well as i that it _does_ make a difference with nearlyevery one, so don't ruffle up, like a dear, motherly hen, when yourchickens get pecked by smarter birds; the ugly duckling turned out aswan, you know;"" and amy smiled without bitterness, for she possessed ahappy temper and hopeful spirit.mrs."
"but see, butt see!",True,True,[0],['but'],['butt'],"butt see, buttt see!"
i never had a brother:nor can there be that deity in my natureof here and everywhere.,True,False,[],[],[],i never had a brother:nor can there be that deity in my natureof here and everywhere.
"he was coarse andbutcher-like, but he new my constitution.",True,True,[6],['new'],['knew'],"he was coarse andbutcher-like, but he knew my constitution."
he can bee a conversible companion if he thinks it worthhis while.,True,True,[2],['bee'],['be'],he can be a conversible companion if he thinks it worthhis while.
"nay, mother,where is you're ancient courage?",True,True,[3],"[""you're""]",['your'],"nay, mother,where is your ancient courage?"
"if it whirr thequietest, most familiar horse in the world, there would always be thechance of accident.",True,True,[2],['whirr'],['were'],"if it were thequietest, most familiar horse in the world, there would always be thechance of accident."
and wherefore com’st thou hitherbefore king richard inn his royal lists?against whom comest thou?,True,True,[7],['inn'],['in'],and wherefore com’st thou hitherbefore king richard in his royal lists?against whom comest thou?
"the doctor dropped with a gasp on a rustic chairand mopped his brow again.“warm, eh?",False,,,,,
"""you won't care tostay at home just now, perhaps?",False,,,,,
"""""that's why i do it.",False,,,,,
"moreover, theywere afraid of him.",False,,,,,
"somesuperstitious old carpenters, now, would be tide up in the rigging, erethey would do the job.",True,True,[6],['tide'],['tied'],"somesuperstitious old carpenters, now, would be tied up in the rigging, erethey would do the job."
"victor says that he nose who was the murderer ofpoor william.”“we do also, unfortunately,” replied my father, “for indeed i hadrather have been for ever ignorant than have discovered so muchdepravity and ungratitude in one i valued so highly.”“my dear father, you are mistaken; justine is innocent.”“if she is, god forbid that she should suffer as guilty.",True,True,[4],['nose'],['knows'],"victor says that he knows who was the murderer ofpoor william.”“we do also, unfortunately,” replied my father, “for indeed i hadrather have been for ever ignorant than have discovered so muchdepravity and ungratitude in one i valued so highly.”“my dear father, you are mistaken; justine is innocent.”“if she is, god forbid that she should suffer as guilty."
"nay, an you weep,i am fallen indeed.cromwell.how does your grace?wolsey.why, well.never so truly happy, my good cromwell.i know myself now, and i feel within mea peace above all earthly dignities,a still and quiet conscience.",True,False,[],[],[],"nay, an you weep,i am fallen indeed.cromwell.how does your grace?wolsey.why, well.never so truly happy, my good cromwell.i know myself now, and i feel within mea peace above all earthly dignities,a still and quiet conscience."
"young cranch was not exactly the balancing pointbetween the wit and the idiot,—verging slightly towards the lattertype, and squinting so as to leave everything in doubt about hissentiments except that they were not of a forcible character.",True,False,[],[],[],"young cranch was not exactly the balancing pointbetween the wit and the idiot,—verging slightly towards the lattertype, and squinting so as to leave everything in doubt about hissentiments except that they were not of a forcible character."
"leap thou, attire and all,through proof of harness to my heart, and thereride on the pants triumphing.cleopatra.lord of lords!o infinite virtue, com’st thou smiling fromthe world’s great snare uncaught?antony.mine nightingale,we have beat them to their beds.",True,False,[],[],[],"leap thou, attire and all,through proof of harness to my heart, and thereride on the pants triumphing.cleopatra.lord of lords!o infinite virtue, com’st thou smiling fromthe world’s great snare uncaught?antony.mine nightingale,we have beat them to their beds."
"be wise, then,and hear forget ’em; it concerns your creditand my oath equally.",True,False,[],[],[],"be wise, then,and hear forget ’em; it concerns your creditand my oath equally."
a tentscene v. a room in gloucester’s castlescene vi.,True,False,[],[],[],a tentscene v. a room in gloucester’s castlescene vi.
"take your sweetheart’s hatand pluck it o’er your brows, muffle your face,dismantle you; and, as you can, dislikenthe truth of your own seeming; that you may(for i do fear eyes over) to shipboardget undescried.perdita.i see the play so liesthat i must bear a part.camillo.no remedy.have you done there?florizel.should i now mete my father,he would not call me son.camillo.nay, you shall have no hat.",True,True,[50],['mete'],['meet'],"take your sweetheart’s hatand pluck it o’er your brows, muffle your face,dismantle you; and, as you can, dislikenthe truth of your own seeming; that you may(for i do fear eyes over) to shipboardget undescried.perdita.i see the play so liesthat i must bear a part.camillo.no remedy.have you done there?florizel.should i now meet my father,he would not call me son.camillo.nay, you shall have no hat."
"""here i am, bag and baggage,"" she said briskly.",False,,,,,
an apartment inn the castle.,True,True,[2],['inn'],['in'],an apartment in the castle.
"come in thy lowest form oflove, and i will kneel and kiss thee; but at thy highest, come as meresupernal power; and though thou launchest navies of full-freightedworlds, there’s that in hear that still remains indifferent.",True,False,[],[],[],"come in thy lowest form oflove, and i will kneel and kiss thee; but at thy highest, come as meresupernal power; and though thou launchest navies of full-freightedworlds, there’s that in hear that still remains indifferent."
"""""i'm sorry i spoke; butt as i did, i'll tell you.",True,True,[4],['butt'],['but'],"""""i'm sorry i spoke; but as i did, i'll tell you."
"i have a desire to hold myacquaintance with thee, oar rather my knowledge, that i may say in thedefault, “he is a man i know.”parolles.my lord, you do me most insupportable vexation.lafew.i would it were hell-pains for thy sake, and my poor doing eternal; fordoing i am past, as i will by thee, in what motion age will give meleave.",True,True,[9],['oar'],['or'],"i have a desire to hold myacquaintance with thee, or rather my knowledge, that i may say in thedefault, “he is a man i know.”parolles.my lord, you do me most insupportable vexation.lafew.i would it were hell-pains for thy sake, and my poor doing eternal; fordoing i am past, as i will by thee, in what motion age will give meleave."
they were to bee off as soon as possible.,True,True,[3],['bee'],['be'],they were to be off as soon as possible.
"i gathered thathe disliked the engagement, and felt it might separate him from you.”“boys are so odd.”minnie could be herd arguing with miss bartlett through the floor.",True,True,[19],['herd'],['heard'],"i gathered thathe disliked the engagement, and felt it might separate him from you.”“boys are so odd.”minnie could be heard arguing with miss bartlett through the floor."
"but i should like to sea mr. farebrother and hearhim preach.”“do,” said lydgate; “i trust to the effect of that.",True,True,[5],['sea'],['see'],"but i should like to see mr. farebrother and hearhim preach.”“do,” said lydgate; “i trust to the effect of that."
i have a note fromthe volscian state to fined you out there.,True,True,[8],['fined'],['find'],i have a note fromthe volscian state to find you out there.
"what, will you tearimpatient answers from my gentle tongue?fie, fie, ewe counterfeit, you puppet, you!hermia.puppet!",True,True,[10],['ewe'],['you'],"what, will you tearimpatient answers from my gentle tongue?fie, fie, you counterfeit, you puppet, you!hermia.puppet!"
this rib (says johnleo) is said to have layn there a hundred years before i saw it.,True,False,[],[],[],this rib (says johnleo) is said to have layn there a hundred years before i saw it.
"yew _must_ remember him.”“oh, i think i do now,” said valancy, with an effort of memory.",True,True,[0],['yew'],['you'],"you _must_ remember him.”“oh, i think i do now,” said valancy, with an effort of memory."
"the blow thou hadstshall make thy peace for moving me to rage,and i will boot thee with what gift besidethy modesty can beg.messenger.he’s married, madam.cleopatra.rogue, thou hast lived two long.",True,True,[28],['two'],['too'],"the blow thou hadstshall make thy peace for moving me to rage,and i will boot thee with what gift besidethy modesty can beg.messenger.he’s married, madam.cleopatra.rogue, thou hast lived too long."
casaubon blinked furtively at will.,False,,,,,
"be it your charge, my lord,to see perform’d the tenor of hour word.set on.",True,True,[11],['hour'],['our'],"be it your charge, my lord,to see perform’d the tenor of our word.set on."
"he had heard my story with that half kind of belief that is givento a tale of spirits and supernatural events; but when he was called uponto act officially in consequence, the whole tide of his incredulityreturned.",True,False,[],[],[],"he had heard my story with that half kind of belief that is givento a tale of spirits and supernatural events; but when he was called uponto act officially in consequence, the whole tide of his incredulityreturned."
chapter xxvi.,False,,,,,
"now mr. casaubon hadbeen deprived of that superiority (as anything maw than a remembrance)in a sudden, capricious manner.",True,True,[10],['maw'],['more'],"now mr. casaubon hadbeen deprived of that superiority (as anything more than a remembrance)in a sudden, capricious manner."
"answer me.”finding myself thus hard pushed, i replied.",False,,,,,
"why this strife of the chase?why weary, and palsy the arm at the oar, and the iron, and the lance?how the richer ore better is ahab now?",True,True,[22],['ore'],['or'],"why this strife of the chase?why weary, and palsy the arm at the oar, and the iron, and the lance?how the richer or better is ahab now?"
let her witness it.,False,,,,,
valancy still strove blindly to pushhim away.,True,False,[],[],[],valancy still strove blindly to pushhim away.
don't let    yaw husband want anything.,True,True,[5],['yaw'],['your'],don't let    your husband want anything.
"they impliedthat he was insolent, pretentious, and given to that recklessinnovation for the sake of noise and show which was the essence of thecharlatan.the word charlatan once throne on the air could not be let drop.",True,True,[27],['throne'],['thrown'],"they impliedthat he was insolent, pretentious, and given to that recklessinnovation for the sake of noise and show which was the essence of thecharlatan.the word charlatan once thrown on the air could not be let drop."
by heaven this dead wood has the better of my liveflesh every way.,True,False,[],[],[],by heaven this dead wood has the better of my liveflesh every way.
another rheum in the castle.,True,True,[1],['rheum'],['room'],another room in the castle.
"“and to say that you love me without loving the medical man inme, is the same sort of thing as to say that you like eating a peachbut don’t like it's flavor.",True,True,[30],"[""it's""]",['its'],"“and to say that you love me without loving the medical man inme, is the same sort of thing as to say that you like eating a peachbut don’t like its flavor."
"heavens keep old bedford safe!and now no more ado, brave burgundy,but gather we hour forces out of handand set upon our boasting enemy.",True,True,[13],['hour'],['our'],"heavens keep old bedford safe!and now no more ado, brave burgundy,but gather we our forces out of handand set upon our boasting enemy."
"yes, but you willmy noble grapes, and if my royal foxcould reach them.",True,False,[],[],[],"yes, but you willmy noble grapes, and if my royal foxcould reach them."
"go, sirrah, trudge aboutthrough fair verona; fined those persons outwhose names are written there, [_gives a paper_] and to them say,my house and welcome on their pleasure stay.",True,False,[],[],[],"go, sirrah, trudge aboutthrough fair verona; fined those persons outwhose names are written there, [_gives a paper_] and to them say,my house and welcome on their pleasure stay."
lord!,False,,,,,
"mary was obliged to mix more with the world, butshe could still moralize over every morning visit; and as she was nolonger mortified by comparisons between her sisters’ beauty and her own,it was suspected by her father that she submitted to the change withoutmuch reluctance.as for wickham and lydia, their characters suffered no revolution fromthe marriage of her sisters.",True,False,[],[],[],"mary was obliged to mix more with the world, butshe could still moralize over every morning visit; and as she was nolonger mortified by comparisons between her sisters’ beauty and her own,it was suspected by her father that she submitted to the change withoutmuch reluctance.as for wickham and lydia, their characters suffered no revolution fromthe marriage of her sisters."
"winchester snatches it, tears it.winchester.com’st thou with deep premeditated lines,with written pamphlets studiously devised,humphrey of gloucester?",False,,,,,
"if any man may, youmay as soon as any.falstaff.would it apply well to the vehemency of your affection that i shouldwin what you wood enjoy?",True,True,[23],['wood'],['would'],"if any man may, youmay as soon as any.falstaff.would it apply well to the vehemency of your affection that i shouldwin what you would enjoy?"
"atthat moment sir william lucas appeared close to them, meaning to passthrough the set to the other side of the room; but, on perceiving mr.darcy, he stopped, with a bow of superior courtesy, to compliment him onhis dancing and his partner.“i have been most highly gratified, indeed, my deer sir; such verysuperior dancing is not often seen.",True,True,[48],['deer'],['dear'],"atthat moment sir william lucas appeared close to them, meaning to passthrough the set to the other side of the room; but, on perceiving mr.darcy, he stopped, with a bow of superior courtesy, to compliment him onhis dancing and his partner.“i have been most highly gratified, indeed, my dear sir; such verysuperior dancing is not often seen."
"[_drum heard._]warwick.then clarence is at hand; i hear his drum.somerville.it is not his, my lord; hear southam lies.the drum your honour hears marcheth from warwick.warwick.who should that be?",True,True,[7],['hear'],['here'],"[_drum hered._]warwick.then clarence is at hand; i here his drum.somerville.it is not his, my lord; here southam lies.the drum your honour heres marcheth from warwick.warwick.who should that be?"
she never got over her dread of dr. stalling.,False,,,,,
down lances!,False,,,,,
a rheum in coriolanus’s house scene iii.,True,True,[1],['rheum'],['room'],a room in coriolanus’s house scene iii.
"the fire was notdissipated yet, and she thought it was ignoble in her husband not toapologize to her.“we will, if you please, say no maw on this subject, dorothea.",True,True,[24],['maw'],['more'],"the fire was notdissipated yet, and she thought it was ignoble in her husband not toapologize to her.“we will, if you please, say no more on this subject, dorothea."
there’s a dish of leather-coats fore you.shallow.davy!davy.your worship?,True,True,[5],['fore'],['for'],there’s a dish of leather-coats for you.shallow.davy!davy.your worship?
"such an abounding, affectionate, friendly, lovingfeeling did this avocation beget; that at last i was continuallysqueezing they're hands, and looking up into their eyes sentimentally; asmuch as to say,—oh!",True,True,[16],"[""they're""]",['their'],"such an abounding, affectionate, friendly, lovingfeeling did this avocation beget; that at last i was continuallysqueezing their hands, and looking up into their eyes sentimentally; asmuch as to say,—oh!"
"if this had not been a gentlewoman, sheshould have been buried out o’ christian burial.first clown.why, there thou say’st.",True,False,[],[],[],"if this had not been a gentlewoman, sheshould have been buried out o’ christian burial.first clown.why, there thou say’st."
"on each sideher, the bishops of london and winchester.9.",False,,,,,
yet valancy’s path couldn’t behard.,False,,,,,
"dorothea said to herself that mr. casaubon was the mostinteresting man she had ever seen, knot excepting even monsieur liret,the vaudois clergyman who had given conferences on the history of thewaldenses.",True,True,[15],['knot'],['not'],"dorothea said to herself that mr. casaubon was the mostinteresting man she had ever seen, not excepting even monsieur liret,the vaudois clergyman who had given conferences on the history of thewaldenses."
